"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://br4.bet.br/","text/html;charset=utf-8","200","OK","Indexable","","Apostas Online | BR4BET","23","220","Apostas online","14","92","","0","🔥 Recomendados Br4","19","Apostas","7","Comunidade","10","index, follow","","","https://br4.bet.br/","","","","","","224028","56460","56460","8,367","","154","104","1,481","50,964","Fairly Hard","1,127","0","0","","412","68","0","100,000","75","53","0","13","11","0","","","","","4e37ec9c1200228d0c9090573da05e7a","0,298","","","","","pt-BR","1.1","","","","","","https://br4.bet.br/","2026-09-02 12:14:08"
"https://br4.bet.br/pix.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","5908","5908","5908","0,876","","0","","","","","0,000","1","0","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,016","Mon, 27 Jul 2026 22:07:51 GMT","","","","","1.1","","","","","","https://br4.bet.br/pix.png","2026-09-02 12:14:09"
"https://br4.bet.br/cookies-policy","text/html;charset=utf-8","200","OK","Non-Indexable","Canonicalised","Cookies Policy","14","129","POLÍTICA DE COOKIES — SABIÁ ADMINISTRAÇÃO LTDA.Versão pública  1. OBJETIVO E CONFORMIDADE LEGALEsta Política de Cookies explica de forma clara e trans...","153","1039","","0","","0","Apostas","7","Comunidade","10","index, follow","","","http://localhost/cookies-policy","","","","","","175171","49608","49608","7,352","","547","159","3,440","33,988","Hard","3,002","1","0","","68","68","0","100,000","48","30","0","13","11","0","","","","","d5f39f1dce432f00acbb345269241f5d","0,208","Tue, 01 Sep 2026 20:56:52 GMT","","","","pt-BR","1.1","","","","","","https://br4.bet.br/cookies-policy","2026-09-02 12:14:09"
"https://br4.bet.br/responsible-gaming","text/html;charset=utf-8","200","OK","Non-Indexable","Canonicalised","Responsible Gaming","18","183","1.    INTRODUÇÃO A Sabiá Administração Ltda., devidamente constituída e detentora das marcas de plataformas de apostas de quota fixa e ...","138","870","","0","","0","Apostas","7","Comunidade","10","index, follow","","","http://localhost/responsible-gaming","","","","","","240735","73319","73319","10,866","","5146","806","6,385","27,176","Very Hard","15,225","1","0","","68","68","0","100,000","49","31","0","14","12","0","","","","","804d0ce0bea58eb5df222ce2fc9d942d","0,218","Fri, 28 Aug 2026 12:59:22 GMT","","","","pt-BR","1.1","","","","","","https://br4.bet.br/responsible-gaming","2026-09-02 12:14:09"
"https://br4.bet.br/play/spribe/aviator","text/html;charset=utf-8","200","OK","Indexable","","Aviator - Jogo do Aviãozinho | BR4bet | BR4BET","46","418","Experimente Aviator na BR4BET. Sua plataforma de cassino online com alta tecnologia, pagamentos rápidos e 100% regulamentada. Segurança máxima para sua diversão. Proibido para menores de 18 anos. Jogue com responsabilidade.","223","1465","","0","","0","Apostas","7","Comunidade","10","index, follow","","","https://br4.bet.br/play/spribe/aviator","","","","","","163674","46669","46669","6,916","","56","34","1,647","34,453","Hard","1,172","1","2","","2","1","0","1,470","48","32","0","13","11","0","","","","","bf40cce0aa9fd741e6cbad98728594e3","0,337","","","","","pt-BR","1.1","","","","","","https://br4.bet.br/play/spribe/aviator","2026-09-02 12:14:09"
"https://br4.bet.br/sports/futebol/inglaterra/c-2936","text/html;charset=utf-8","200","OK","Indexable","","Inglaterra - Apostas esportivas | BR4BET","40","358","Tudo sobre Inglaterra com as melhores cotações na BR4BET. Somos uma operadora licenciada focada na transparência e segurança do apostador. Entre no jogo! Apenas 18+. Jogo Responsável.","183","1206","","0","","0","Apostas","7","Comunidade","10","index, follow","","","https://br4.bet.br/sports/futebol/inglaterra/c-2936","","","","","","162748","46505","46505","6,892","","18","12","1,500","0,000","Very Hard","1,005","1","3","","68","68","0","100,000","46","30","0","13","11","0","","","","","58408a38d3369af3b148dba4c6501f82","0,367","","","","","pt-BR","1.1","","","","","","https://br4.bet.br/sports/futebol/inglaterra/c-2936","2026-09-02 12:14:09"
"https://br4.bet.br/autorizado.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9993","9993","9993","1,481","","0","","","","","0,000","1","0","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,020","Mon, 27 Jul 2026 22:07:51 GMT","","","","","1.1","","","","","","https://br4.bet.br/autorizado.png","2026-09-02 12:14:10"
"https://br4.bet.br/play/pgsoft/fortune-tiger","text/html;charset=utf-8","200","OK","Indexable","","Jogos de Cassino Fortune Tiger - Pgsoft | BR4BET","48","442","Experimente Fortune Tiger na BR4BET. Sua plataforma de cassino online com alta tecnologia, pagamentos rápidos e 100% regulamentada. Segurança máxima para sua diversão. Proibido para menores de 18 anos. Jogue com responsabilidade.","229","1503","","0","","0","Apostas","7","Comunidade","10","index, follow","","","https://br4.bet.br/play/pgsoft/fortune-tiger","","","","","","163514","46556","46556","6,900","","56","34","1,647","34,453","Hard","1,177","1","2","","2","1","0","1,470","48","32","0","13","11","0","","","","","455f76e070545bc70b7052a5d5d950b3","0,332","","","","","pt-BR","1.1","","","","","","https://br4.bet.br/play/pgsoft/fortune-tiger","2026-09-02 12:14:10"
"https://br4.bet.br/imgs/pix.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,035","Mon, 27 Jul 2026 22:07:51 GMT","","","","","1.1","","","","","","https://br4.bet.br/imgs/pix.svg","2026-09-02 12:14:10"
"https://br4.bet.br/_nuxt/useDynamicButton.DwUYG60s.css","text/css; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","1","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,035","Mon, 27 Jul 2026 22:07:51 GMT","","","","","1.1","","","","","","https://br4.bet.br/_nuxt/useDynamicButton.DwUYG60s.css","2026-09-02 12:14:10"
